attempt_id,run_id,proposal_id,family,window,scope,status,decision,gate_code,reason,returncode,net,pf,dd_pct,trades,deal_rows,deal_sha256,effective_lots,baseline_lots,lot_step_verified,pb_rows,sca_rows,eth_rows,funding_rows,bfx_rows,magic_gate_pass,regression_pass,ea_sha256,parameter_json,config_file,deal_file,from_date,to_date,started_at,finished_at,elapsed_seconds,error
a58f71b51fa148169bb5aef38569bcf1,gdd2_is_baseline_off_20260816082723_a58f71,BASELINE_OFF,regression,IS,GOLD2,OK,REGRESSION_PASS,SHA256_EXACT,exact OFF regression,0,2394.57,1.9489,15.2162,307,614,5B93B3C88151C2EE1555DE70DF899A0EEC83E8D339A9972D684A14347FB15DBC,0.01|0.02,0.01|0.02,,130,484,0,0,0,True,True,A4FC5AEB6551F53A6903274CAEA0B505CC3DA1C868E6A36C5626EEEE33FA795B,{},ml\gold_dd2\configs\gdd2_is_baseline_off_20260816082723_a58f71.yaml,ml\gold_dd2\deals\gdd2_is_baseline_off_20260816082723_a58f71_deals.csv,2021.06.21,2026.06.20,2026-08-15T23:27:23+00:00,2026-08-15T23:28:28+00:00,65.422,
0408a671d7ed476183c7f744cad8c169,gdd2_oos_baseline_off_20260816082828_0408a6,BASELINE_OFF,regression,OOS,GOLD2,OK,REGRESSION_PASS,SHA256_EXACT,exact OFF regression,0,579.46,1.4161,12.4321,318,636,1D4C5CA14C874C2268EEAF4F5A8DF2C6A452B13EA9E376A3496E8E8DE2495FAE,0.01|0.02,0.01|0.02,,104,532,0,0,0,True,True,A4FC5AEB6551F53A6903274CAEA0B505CC3DA1C868E6A36C5626EEEE33FA795B,{},ml\gold_dd2\configs\gdd2_oos_baseline_off_20260816082828_0408a6.yaml,ml\gold_dd2\deals\gdd2_oos_baseline_off_20260816082828_0408a6_deals.csv,2016.06.21,2021.06.20,2026-08-15T23:28:28+00:00,2026-08-15T23:29:14+00:00,45.383,
4095387c87a74a1fb4bf16b5d8d6425f,gdd2_is_baseline_production_20260816082914_409538,BASELINE_PRODUCTION,regression,IS,GOLD2,OK,REGRESSION_PASS,SHA256_EXACT,exact OFF regression,0,2429.34,1.986,12.3039,305,610,EF56DBFF7FED514534ED5228C911125D188928B810FCD8541C5174F45FDC2331,0.01|0.02,0.01|0.02,,126,484,0,0,0,True,True,A4FC5AEB6551F53A6903274CAEA0B505CC3DA1C868E6A36C5626EEEE33FA795B,{},ml\gold_dd2\configs\gdd2_is_baseline_production_20260816082914_409538.yaml,ml\gold_dd2\deals\gdd2_is_baseline_production_20260816082914_409538_deals.csv,2021.06.21,2026.06.20,2026-08-15T23:29:14+00:00,2026-08-15T23:30:19+00:00,65.373,
1e67cc34bc94493691c13f7239b255b0,gdd2_oos_baseline_production_20260816083019_1e67cc,BASELINE_PRODUCTION,regression,OOS,GOLD2,OK,REGRESSION_PASS,SHA256_EXACT,exact OFF regression,0,647.28,1.4886,12.0079,315,630,886EC460BB89E27A11DA68DACCB08213B7D871EB7679C350CAA3526C7BDFBE62,0.01|0.02,0.01|0.02,,98,532,0,0,0,True,True,A4FC5AEB6551F53A6903274CAEA0B505CC3DA1C868E6A36C5626EEEE33FA795B,{},ml\gold_dd2\configs\gdd2_oos_baseline_production_20260816083019_1e67cc.yaml,ml\gold_dd2\deals\gdd2_oos_baseline_production_20260816083019_1e67cc_deals.csv,2016.06.21,2021.06.20,2026-08-15T23:30:19+00:00,2026-08-15T23:31:04+00:00,45.372,
3fe4c0fd50e4499b8764c3a8500e293a,gdd2p_is_gdd01_01_20260816083112_3fe4c0,GDD01_01,overlap_mutex,IS,GOLD2,OK,IS_SURVIVOR_TRADEOFF,NOT_CLEARLY_INFERIOR,"IS net=2345.89 (0.9656x), PF=2.0835 (1.0491x), DD=13.0764% (1.0628x); baseline net=2429.34, PF=1.9860, DD=12.3039%",0,2345.89,2.0835,13.0764,284,568,F74A1B2F2859884614F874C87EE9F0BE824DEC15AAD3F76287671928ACEF157C,0.01|0.02,0.01|0.02,True,118,450,0,0,0,True,,A4FC5AEB6551F53A6903274CAEA0B505CC3DA1C868E6A36C5626EEEE33FA795B,"{""GoldLabOverlapCooldownHours"": 0, ""GoldLabOverlapPolicy"": 1}",ml\gold_dd2\configs\gdd2p_is_gdd01_01_20260816083112_3fe4c0.yaml,ml\gold_dd2\deals\gdd2p_is_gdd01_01_20260816083112_3fe4c0_deals.csv,2021.06.21,2026.06.20,2026-08-15T23:31:12+00:00,2026-08-15T23:32:17+00:00,65.386,
db0f1bd2ee77420f8c7d193982a0a5d5,gdd2p_is_gdd10_01_20260816083217_db0f1b,GDD10_01,pb_ema_pair,IS,GOLD2,OK,IS_REJECT,DOMINATED,"IS net=2263.51 (0.9317x), PF=1.6705 (0.8411x), DD=18.3485% (1.4913x); baseline net=2429.34, PF=1.9860, DD=12.3039%",0,2263.51,1.6705,18.3485,328,656,BE0CAFAD5782B22AB1767F1C4D323ADF3718254959B8B072C62C92DC23B2087D,0.01|0.02,0.01|0.02,True,172,484,0,0,0,True,,A4FC5AEB6551F53A6903274CAEA0B505CC3DA1C868E6A36C5626EEEE33FA795B,"{""GoldLabPBFastEMA"": 5, ""GoldLabPBSlowEMA"": 20}",ml\gold_dd2\configs\gdd2p_is_gdd10_01_20260816083217_db0f1b.yaml,ml\gold_dd2\deals\gdd2p_is_gdd10_01_20260816083217_db0f1b_deals.csv,2021.06.21,2026.06.20,2026-08-15T23:32:17+00:00,2026-08-15T23:33:28+00:00,70.373,
b0fb153882e045bd80b0b4bed39d07d0,gdd2p_is_gdd37_01_20260816083328_b0fb15,GDD37_01,daily_loss_cap,IS,GOLD2,OK,IS_SURVIVOR_STRICT,STRICT,"IS net=2429.47 (1.0001x), PF=1.9965 (1.0053x), DD=12.1645% (0.9887x); baseline net=2429.34, PF=1.9860, DD=12.3039%",0,2429.47,1.9965,12.1645,302,604,5A9C79945C450E74D1BB93E62D8491E3927145BC7B1BAC57341CE28C9E5B3308,0.01|0.02,0.01|0.02,True,124,480,0,0,0,True,,A4FC5AEB6551F53A6903274CAEA0B505CC3DA1C868E6A36C5626EEEE33FA795B,"{""GoldLabDailyLossCapJPY"": 1000}",ml\gold_dd2\configs\gdd2p_is_gdd37_01_20260816083328_b0fb15.yaml,ml\gold_dd2\deals\gdd2p_is_gdd37_01_20260816083328_b0fb15_deals.csv,2021.06.21,2026.06.20,2026-08-15T23:33:28+00:00,2026-08-15T23:34:48+00:00,80.381,
e09b2241286445bb8973d5d478326daa,gdd2p_oos_gdd01_01_20260816083519_e09b22,GDD01_01,overlap_mutex,OOS,GOLD2,OK,OOS_REJECT,ADOPTION_CONDITION_FAILED,"OOS net=532.40 (0.8225x), PF=1.4183 (0.9528x), DD=10.8014% (0.8995x); baseline net=647.28, PF=1.4886, DD=12.0079%",0,532.4,1.4183,10.8014,287,574,2E1C916AD40787BEE0625457FB66367A782C87EF8D16F0251B63E52ACD81978E,0.01|0.02,0.01|0.02,True,94,480,0,0,0,True,,A4FC5AEB6551F53A6903274CAEA0B505CC3DA1C868E6A36C5626EEEE33FA795B,"{""GoldLabOverlapCooldownHours"": 0, ""GoldLabOverlapPolicy"": 1}",ml\gold_dd2\configs\gdd2p_oos_gdd01_01_20260816083519_e09b22.yaml,ml\gold_dd2\deals\gdd2p_oos_gdd01_01_20260816083519_e09b22_deals.csv,2016.06.21,2021.06.20,2026-08-15T23:35:19+00:00,2026-08-15T23:36:09+00:00,50.388,
77a5f0e1b4e34228a1ab6cfb01587b29,gdd2p_is_gdd01_02_20260816083609_77a5f0,GDD01_02,overlap_mutex,IS,GOLD2,OK,IS_SURVIVOR_TRADEOFF,NOT_CLEARLY_INFERIOR,"IS net=2364.34 (0.9732x), PF=2.1006 (1.0577x), DD=12.9495% (1.0525x); baseline net=2429.34, PF=1.9860, DD=12.3039%",0,2364.34,2.1006,12.9495,282,564,FC6CE4CC6BE5AF8500E08766EC3083D48FDA8C2946E661BA0563EC723FD763F7,0.01|0.02,0.01|0.02,True,118,446,0,0,0,True,,A4FC5AEB6551F53A6903274CAEA0B505CC3DA1C868E6A36C5626EEEE33FA795B,"{""GoldLabOverlapCooldownHours"": 1, ""GoldLabOverlapPolicy"": 1}",ml\gold_dd2\configs\gdd2p_is_gdd01_02_20260816083609_77a5f0.yaml,ml\gold_dd2\deals\gdd2p_is_gdd01_02_20260816083609_77a5f0_deals.csv,2021.06.21,2026.06.20,2026-08-15T23:36:09+00:00,2026-08-15T23:37:20+00:00,70.369,
3a5d0eeaa4214d9495fce9fc219daf1a,gdd2p_oos_gdd01_02_20260816083720_3a5d0e,GDD01_02,overlap_mutex,OOS,GOLD2,OK,OOS_REJECT,ADOPTION_CONDITION_FAILED,"OOS net=545.03 (0.8420x), PF=1.4340 (0.9633x), DD=10.1355% (0.8441x); baseline net=647.28, PF=1.4886, DD=12.0079%",0,545.03,1.434,10.1355,285,570,12D12483D0F6A39F4762EEF7A14CD1CD429DDD702AE22BB1F10EA2C21E92B099,0.01|0.02,0.01|0.02,True,94,476,0,0,0,True,,A4FC5AEB6551F53A6903274CAEA0B505CC3DA1C868E6A36C5626EEEE33FA795B,"{""GoldLabOverlapCooldownHours"": 1, ""GoldLabOverlapPolicy"": 1}",ml\gold_dd2\configs\gdd2p_oos_gdd01_02_20260816083720_3a5d0e.yaml,ml\gold_dd2\deals\gdd2p_oos_gdd01_02_20260816083720_3a5d0e_deals.csv,2016.06.21,2021.06.20,2026-08-15T23:37:20+00:00,2026-08-15T23:38:05+00:00,45.390,
804c4ee1d1bc4f63b01222b5c286c9fc,gdd2p_is_gdd01_03_20260816083805_804c4e,GDD01_03,overlap_mutex,IS,GOLD2,OK,IS_SURVIVOR_TRADEOFF,NOT_CLEARLY_INFERIOR,"IS net=2357.33 (0.9704x), PF=2.0843 (1.0495x), DD=12.9495% (1.0525x); baseline net=2429.34, PF=1.9860, DD=12.3039%",0,2357.33,2.0843,12.9495,286,572,CA4682B2100F67C2F0C58D14FEF7560232218D2B6239430E8F47416F51EB96DE,0.01|0.02,0.01|0.02,True,120,452,0,0,0,True,,A4FC5AEB6551F53A6903274CAEA0B505CC3DA1C868E6A36C5626EEEE33FA795B,"{""GoldLabOverlapCooldownHours"": 2, ""GoldLabOverlapPolicy"": 1}",ml\gold_dd2\configs\gdd2p_is_gdd01_03_20260816083805_804c4e.yaml,ml\gold_dd2\deals\gdd2p_is_gdd01_03_20260816083805_804c4e_deals.csv,2021.06.21,2026.06.20,2026-08-15T23:38:05+00:00,2026-08-15T23:39:11+00:00,65.374,
8b2d3e2b655242fab407a3ff4dd08de1,gdd2p_oos_gdd01_03_20260816083911_8b2d3e,GDD01_03,overlap_mutex,OOS,GOLD2,OK,OOS_REJECT,ADOPTION_CONDITION_FAILED,"OOS net=546.90 (0.8449x), PF=1.4362 (0.9648x), DD=10.1301% (0.8436x); baseline net=647.28, PF=1.4886, DD=12.0079%",0,546.9,1.4362,10.1301,284,568,9649BF61409DCF85BA8B9700B55A1794BC5B3B38D1ADC63B70FD380206D2BBB2,0.01|0.02,0.01|0.02,True,94,474,0,0,0,True,,A4FC5AEB6551F53A6903274CAEA0B505CC3DA1C868E6A36C5626EEEE33FA795B,"{""GoldLabOverlapCooldownHours"": 2, ""GoldLabOverlapPolicy"": 1}",ml\gold_dd2\configs\gdd2p_oos_gdd01_03_20260816083911_8b2d3e.yaml,ml\gold_dd2\deals\gdd2p_oos_gdd01_03_20260816083911_8b2d3e_deals.csv,2016.06.21,2021.06.20,2026-08-15T23:39:11+00:00,2026-08-15T23:39:56+00:00,45.398,
af2912063494453ab310acca0ed63827,gdd2p_is_gdd01_04_20260816083956_af2912,GDD01_04,overlap_mutex,IS,GOLD2,OK,IS_SURVIVOR_TRADEOFF,NOT_CLEARLY_INFERIOR,"IS net=2396.39 (0.9864x), PF=2.1220 (1.0685x), DD=12.6600% (1.0289x); baseline net=2429.34, PF=1.9860, DD=12.3039%",0,2396.39,2.122,12.66,283,566,73318211FC68603BDCC71463DFCD6161FE8AADCD1D7449B93C6B0024144A7089,0.01|0.02,0.01|0.02,True,118,448,0,0,0,True,,A4FC5AEB6551F53A6903274CAEA0B505CC3DA1C868E6A36C5626EEEE33FA795B,"{""GoldLabOverlapCooldownHours"": 4, ""GoldLabOverlapPolicy"": 1}",ml\gold_dd2\configs\gdd2p_is_gdd01_04_20260816083956_af2912.yaml,ml\gold_dd2\deals\gdd2p_is_gdd01_04_20260816083956_af2912_deals.csv,2021.06.21,2026.06.20,2026-08-15T23:39:56+00:00,2026-08-15T23:41:06+00:00,70.364,
71092019f79045b2990c591d7ee875f4,gdd2p_oos_gdd01_04_20260816084106_710920,GDD01_04,overlap_mutex,OOS,GOLD2,OK,OOS_REJECT,ADOPTION_CONDITION_FAILED,"OOS net=562.15 (0.8685x), PF=1.4538 (0.9766x), DD=10.1204% (0.8428x); baseline net=647.28, PF=1.4886, DD=12.0079%",0,562.15,1.4538,10.1204,283,566,7B7272ACFAF10DDD18D67552E90AF0C43B42DFB9865EDE0CAD8B5774359E6676,0.01|0.02,0.01|0.02,True,92,474,0,0,0,True,,A4FC5AEB6551F53A6903274CAEA0B505CC3DA1C868E6A36C5626EEEE33FA795B,"{""GoldLabOverlapCooldownHours"": 4, ""GoldLabOverlapPolicy"": 1}",ml\gold_dd2\configs\gdd2p_oos_gdd01_04_20260816084106_710920.yaml,ml\gold_dd2\deals\gdd2p_oos_gdd01_04_20260816084106_710920_deals.csv,2016.06.21,2021.06.20,2026-08-15T23:41:06+00:00,2026-08-15T23:41:52+00:00,45.419,
bc72c18836c4440ba16500ca7bbcda25,gdd2p_is_gdd01_05_20260816084152_bc72c1,GDD01_05,overlap_mutex,IS,GOLD2,OK,IS_SURVIVOR_TRADEOFF,NOT_CLEARLY_INFERIOR,"IS net=2314.95 (0.9529x), PF=2.0467 (1.0306x), DD=12.8928% (1.0479x); baseline net=2429.34, PF=1.9860, DD=12.3039%",0,2314.95,2.0467,12.8928,285,570,CBA95A2B5737DF891A50503774E0A326054C1CB8B51A1D964F868C8C2F9F0B00,0.01|0.02,0.01|0.02,True,122,448,0,0,0,True,,A4FC5AEB6551F53A6903274CAEA0B505CC3DA1C868E6A36C5626EEEE33FA795B,"{""GoldLabOverlapCooldownHours"": 6, ""GoldLabOverlapPolicy"": 1}",ml\gold_dd2\configs\gdd2p_is_gdd01_05_20260816084152_bc72c1.yaml,ml\gold_dd2\deals\gdd2p_is_gdd01_05_20260816084152_bc72c1_deals.csv,2021.06.21,2026.06.20,2026-08-15T23:41:52+00:00,2026-08-15T23:43:02+00:00,70.373,
35c75d0d4f454c37878f3aac59abca32,gdd2p_oos_gdd01_05_20260816084302_35c75d,GDD01_05,overlap_mutex,OOS,GOLD2,OK,OOS_REJECT,ADOPTION_CONDITION_FAILED,"OOS net=567.76 (0.8771x), PF=1.4604 (0.9811x), DD=10.0598% (0.8378x); baseline net=647.28, PF=1.4886, DD=12.0079%",0,567.76,1.4604,10.0598,282,564,DEA32C0F81800B1C474F22F402E095F4886E1F75CB471242FEC0061C35C0E666,0.01|0.02,0.01|0.02,True,92,472,0,0,0,True,,A4FC5AEB6551F53A6903274CAEA0B505CC3DA1C868E6A36C5626EEEE33FA795B,"{""GoldLabOverlapCooldownHours"": 6, ""GoldLabOverlapPolicy"": 1}",ml\gold_dd2\configs\gdd2p_oos_gdd01_05_20260816084302_35c75d.yaml,ml\gold_dd2\deals\gdd2p_oos_gdd01_05_20260816084302_35c75d_deals.csv,2016.06.21,2021.06.20,2026-08-15T23:43:02+00:00,2026-08-15T23:43:48+00:00,45.389,
4f64d74e48e44a9c92de879fb007e91d,gdd2p_is_gdd01_06_20260816084348_4f64d7,GDD01_06,overlap_mutex,IS,GOLD2,OK,IS_SURVIVOR_TRADEOFF,NOT_CLEARLY_INFERIOR,"IS net=2349.62 (0.9672x), PF=2.0777 (1.0462x), DD=12.8903% (1.0477x); baseline net=2429.34, PF=1.9860, DD=12.3039%",0,2349.62,2.0777,12.8903,284,568,4AB341606A8628791303ABB8C2FFD2BF5E3BA37C907D474AB2395F28FE0D0A22,0.01|0.02,0.01|0.02,True,120,448,0,0,0,True,,A4FC5AEB6551F53A6903274CAEA0B505CC3DA1C868E6A36C5626EEEE33FA795B,"{""GoldLabOverlapCooldownHours"": 8, ""GoldLabOverlapPolicy"": 1}",ml\gold_dd2\configs\gdd2p_is_gdd01_06_20260816084348_4f64d7.yaml,ml\gold_dd2\deals\gdd2p_is_gdd01_06_20260816084348_4f64d7_deals.csv,2021.06.21,2026.06.20,2026-08-15T23:43:48+00:00,2026-08-15T23:44:53+00:00,65.380,
11c58d16b14e440789dc3f1b978b3d8c,gdd2p_oos_gdd01_06_20260816084453_11c58d,GDD01_06,overlap_mutex,OOS,GOLD2,OK,OOS_REJECT,ADOPTION_CONDITION_FAILED,"OOS net=567.23 (0.8763x), PF=1.4600 (0.9808x), DD=10.0598% (0.8378x); baseline net=647.28, PF=1.4886, DD=12.0079%",0,567.23,1.46,10.0598,282,564,502FB45E63631AF64C332380A6CF6D9366E4C11E24F9A8D127E5FF3201A39764,0.01|0.02,0.01|0.02,True,92,472,0,0,0,True,,A4FC5AEB6551F53A6903274CAEA0B505CC3DA1C868E6A36C5626EEEE33FA795B,"{""GoldLabOverlapCooldownHours"": 8, ""GoldLabOverlapPolicy"": 1}",ml\gold_dd2\configs\gdd2p_oos_gdd01_06_20260816084453_11c58d.yaml,ml\gold_dd2\deals\gdd2p_oos_gdd01_06_20260816084453_11c58d_deals.csv,2016.06.21,2021.06.20,2026-08-15T23:44:53+00:00,2026-08-15T23:45:38+00:00,45.389,
1d105ffa8c6641f1bfccd375d95ab162,gdd2p_is_gdd01_07_20260816084538_1d105f,GDD01_07,overlap_mutex,IS,GOLD2,OK,IS_SURVIVOR_TRADEOFF,NOT_CLEARLY_INFERIOR,"IS net=2244.51 (0.9239x), PF=2.0263 (1.0203x), DD=12.9327% (1.0511x); baseline net=2429.34, PF=1.9860, DD=12.3039%",0,2244.51,2.0263,12.9327,281,562,11A9B633D59A31A8D410CCAD5C2D3FB85470FDA430DF4A15DFB19A9A1981C87D,0.01|0.02,0.01|0.02,True,120,442,0,0,0,True,,A4FC5AEB6551F53A6903274CAEA0B505CC3DA1C868E6A36C5626EEEE33FA795B,"{""GoldLabOverlapCooldownHours"": 12, ""GoldLabOverlapPolicy"": 1}",ml\gold_dd2\configs\gdd2p_is_gdd01_07_20260816084538_1d105f.yaml,ml\gold_dd2\deals\gdd2p_is_gdd01_07_20260816084538_1d105f_deals.csv,2021.06.21,2026.06.20,2026-08-15T23:45:38+00:00,2026-08-15T23:46:44+00:00,65.389,
