attempt_id,run_id,proposal_id,id,family,classification,window,scope,from_date,to_date,crypto_included,status,decision,gate_code,reason,returncode,net_jpy,pf_jpy,dd_amount_jpy,dd_jpy,deal_rows,effective_lots,baseline_lots,lot_step_verified,eth_present,eth_rows,funding_present,funding_rows,bfx_present,bfx_rows,magic_gate_pass,parameter_json,equity_log_file,config_file,started_at,finished_at,elapsed_seconds,error
,,PB_NOTUE,PB_NOTUE,,,IS,,,,,OK,,,,0,288424.64999999997,1.768719853678526,32052.719999999972,32.05271999999997,594,0.01|0.02,,,,,,,,,,,,,,,,
,,SCA_NOMON,SCA_NOMON,,,IS,,,,,OK,,,,0,295482.81,1.9327557024677762,26173.800000000017,26.173800000000018,466,0.01|0.02,,,,,,,,,,,,,,,,
,,MUTEX_ADX30_MAX08,MUTEX_ADX30_MAX08,,,IS,,,,,OK,,,,0,204554.97,1.6882041578094704,31625.26999999999,31.62526999999999,504,0.01|0.02,,,,,,,,,,,,,,,,
,,OFF,OFF,,,OOS,,,,,OK,,,,0,60050.520000000004,1.3961922853288133,13806.080000000002,13.806080000000001,634,0.01|0.02,,,,,,,,,,,,,,,,
,,MUTEX,MUTEX,,,OOS,,,,,OK,,,,0,53744.22,1.38529402170855,11103.34,11.10334,568,0.01|0.02,,,,,,,,,,,,,,,,
,,PB_SL175,PB_SL175,,,OOS,,,,,OK,,,,0,54317.7000000001,1.3517160220943,14049.55,14.04955,652,0.01|0.02,,,,,,,,,,,,,,,,
,,SCA_NOMON,SCA_NOMON,,,OOS,,,,,OK,,,,0,34169.52,1.26295322552792,18218.81,18.21881,502,0.01|0.02,,,,,,,,,,,,,,,,
,,PB_SL150,PB_SL150,,,OOS,,,,,OK,,,,0,50242.61,1.33353797763938,16441.32,16.44132,660,0.01|0.02,,,,,,,,,,,,,,,,
,,PB_SL125,PB_SL125,,,OOS,,,,,OK,,,,0,50758.4100000001,1.35274131534936,15642.0,15.642,664,0.01|0.02,,,,,,,,,,,,,,,,
,,PB_SL100,PB_SL100,,,OOS,,,,,OK,,,,0,46374.1300000001,1.33013112591598,13633.83,13.63383,678,0.01|0.02,,,,,,,,,,,,,,,,
,,SCA_MAX090,SCA_MAX090,,,OOS,,,,,OK,,,,0,60825.59,1.40818812401175,14651.43,14.65143,624,0.01|0.02,,,,,,,,,,,,,,,,
,,SCA_FC18,SCA_FC18,,,OOS,,,,,OK,,,,0,53263.0799999999,1.35463801548958,19283.01,19.28301,634,0.01|0.02,,,,,,,,,,,,,,,,
,,SCA_MAX070,SCA_MAX070,,,OOS,,,,,OK,,,,0,54446.31,1.39465284179089,19976.86,19.97686,576,0.01|0.02,,,,,,,,,,,,,,,,
,,XM5_OFF_ETHFIX_20260814,XM5_OFF_ETHFIX_20260814,,,XM5_FULL_20161109,,,,,OK,,,,0,538302.83,1.85304667671607,35671.78,35.67178,1494,0.01|0.02|0.05,,,,,,,,,,,,,,,,
,,XM5_MUTEX_ETHFIX_20260814,XM5_MUTEX_ETHFIX_20260814,,,XM5_FULL_20161109,,,,,OK,,,,0,532773.21,1.94036262085957,33916.39,33.91639,1378,0.01|0.02|0.05,,,,,,,,,,,,,,,,
,,GDD06_01,GDD06_01,pb_atr_sl,,IS,GOLD2,,,,OK,IS_SURVIVOR_TRADEOFF,,"IS net=196975.51 (0.595x), PF=1.695933 (0.906x), DD=21687.66円/21.68766pt (0.677x); baseline net=331176.79, PF=1.871883, DD=32052.72",0,196975.51,1.6959333853122416,21687.66000000006,21.68766000000006,664,0.01|0.02,,,,,,,,,,"{""GoldDDPBATRSL"":0.5}",,,,,,
,,GDD06_02,GDD06_02,pb_atr_sl,,IS,GOLD2,,,,OK,IS_SURVIVOR_TRADEOFF,,"IS net=197843.76 (0.597x), PF=1.667630 (0.891x), DD=24907.18円/24.90718pt (0.777x); baseline net=331176.79, PF=1.871883, DD=32052.72",0,197843.75999999998,1.6676296449599928,24907.18000000011,24.90718000000011,662,0.01|0.02,,,,,,,,,,"{""GoldDDPBATRSL"":0.6}",,,,,,
,,GDD06_03,GDD06_03,pb_atr_sl,,IS,GOLD2,,,,OK,IS_REJECT_PROFIT_LOSS,,"IS net=211050.23 (0.637x), PF=1.694058 (0.905x), DD=26971.98円/26.97198pt (0.841x); baseline net=331176.79, PF=1.871883, DD=32052.72",0,211050.23,1.6940583572049575,26971.98000000007,26.97198000000007,660,0.01|0.02,,,,,,,,,,"{""GoldDDPBATRSL"":0.7}",,,,,,
,,GDD06_04,GDD06_04,pb_atr_sl,,IS,GOLD2,,,,OK,IS_REJECT_PROFIT_LOSS,,"IS net=224687.44 (0.678x), PF=1.722172 (0.920x), DD=31859.57円/31.85957pt (0.994x); baseline net=331176.79, PF=1.871883, DD=32052.72",0,224687.44,1.7221719801985893,31859.569999999978,31.859569999999978,656,0.01|0.02,,,,,,,,,,"{""GoldDDPBATRSL"":0.8}",,,,,,
,,GDD06_05,GDD06_05,pb_atr_sl,,IS,GOLD2,,,,OK,IS_REJECT_PROFIT_LOSS,,"IS net=244243.29 (0.738x), PF=1.771580 (0.946x), DD=26805.79円/26.80579pt (0.836x); baseline net=331176.79, PF=1.871883, DD=32052.72",0,244243.29,1.7715800358819054,26805.790000000023,26.805790000000023,654,0.01|0.02,,,,,,,,,,"{""GoldDDPBATRSL"":0.9}",,,,,,
,,GDD06_06,GDD06_06,pb_atr_sl,,IS,GOLD2,,,,OK,IS_SURVIVOR_DD,,"IS net=271663.95 (0.820x), PF=1.846255 (0.986x), DD=26628.33円/26.62833pt (0.831x); baseline net=331176.79, PF=1.871883, DD=32052.72",0,271663.95,1.8462545230939458,26628.33000000006,26.62833000000006,650,0.01|0.02,,,,,,,,,,"{""GoldDDPBATRSL"":1.0}",,,,,,
,,GDD06_07,GDD06_07,pb_atr_sl,,IS,GOLD2,,,,OK,IS_SURVIVOR_DD,,"IS net=293090.72 (0.885x), PF=1.897187 (1.014x), DD=25955.42円/25.95542pt (0.810x); baseline net=331176.79, PF=1.871883, DD=32052.72",0,293090.72,1.8971872305062378,25955.419999999955,25.955419999999954,652,0.01|0.02,,,,,,,,,,"{""GoldDDPBATRSL"":1.1}",,,,,,
,,GDD06_08,GDD06_08,pb_atr_sl,,IS,GOLD2,,,,OK,IS_SURVIVOR_DD,,"IS net=300043.50 (0.906x), PF=1.892758 (1.011x), DD=29036.33円/29.03633pt (0.906x); baseline net=331176.79, PF=1.871883, DD=32052.72",0,300043.5,1.8927576785667106,29036.329999999987,29.03632999999999,650,0.01|0.02,,,,,,,,,,"{""GoldDDPBATRSL"":1.2}",,,,,,
,,GDD06_09,GDD06_09,pb_atr_sl,,IS,GOLD2,,,,OK,IS_SURVIVOR_DD,,"IS net=298246.39 (0.901x), PF=1.870363 (0.999x), DD=29568.58円/29.56858pt (0.922x); baseline net=331176.79, PF=1.871883, DD=32052.72",0,298246.39,1.8703632968097335,29568.580000000016,29.568580000000015,650,0.01|0.02,,,,,,,,,,"{""GoldDDPBATRSL"":1.25}",,,,,,
,,GDD06_10,GDD06_10,pb_atr_sl,,IS,GOLD2,,,,OK,IS_SURVIVOR_DD,,"IS net=305529.19 (0.923x), PF=1.887526 (1.008x), DD=30311.75円/30.31175pt (0.946x); baseline net=331176.79, PF=1.871883, DD=32052.72",0,305529.19,1.8875263538189702,30311.750000000015,30.311750000000014,648,0.01|0.02,,,,,,,,,,"{""GoldDDPBATRSL"":1.3}",,,,,,
,,GDD06_11,GDD06_11,pb_atr_sl,,IS,GOLD2,,,,OK,IS_SURVIVOR_DD,,"IS net=315006.09 (0.951x), PF=1.899299 (1.015x), DD=27512.86円/27.51286pt (0.858x); baseline net=331176.79, PF=1.871883, DD=32052.72",0,315006.08999999997,1.8992989885794092,27512.859999999986,27.512859999999986,640,0.01|0.02,,,,,,,,,,"{""GoldDDPBATRSL"":1.4}",,,,,,
,,GDD06_12,GDD06_12,pb_atr_sl,,IS,GOLD2,,,,OK,IS_SURVIVOR_DD,,"IS net=312580.72 (0.944x), PF=1.865025 (0.996x), DD=28263.46円/28.26346pt (0.882x); baseline net=331176.79, PF=1.871883, DD=32052.72",0,312580.72,1.8650251686377322,28263.46000000002,28.26346000000002,636,0.01|0.02,,,,,,,,,,"{""GoldDDPBATRSL"":1.5}",,,,,,
,,GDD06_13,GDD06_13,pb_atr_sl,,IS,GOLD2,,,,OK,IS_SURVIVOR_DD,,"IS net=330453.53 (0.998x), PF=1.915181 (1.023x), DD=29014.06円/29.01406pt (0.905x); baseline net=331176.79, PF=1.871883, DD=32052.72",0,330453.52999999997,1.915180523903612,29014.059999999998,29.014059999999997,632,0.01|0.02,,,,,,,,,,"{""GoldDDPBATRSL"":1.6}",,,,,,
,,GDD06_14,GDD06_14,pb_atr_sl,,IS,GOLD2,,,,OK,IS_SURVIVOR_STRICT,,"IS net=341317.39 (1.031x), PF=1.939164 (1.036x), DD=29769.39円/29.76939pt (0.929x); baseline net=331176.79, PF=1.871883, DD=32052.72",0,341317.39,1.9391640369074585,29769.390000000014,29.769390000000016,626,0.01|0.02,,,,,,,,,,"{""GoldDDPBATRSL"":1.7}",,,,,,
,,GDD06_15,GDD06_15,pb_atr_sl,,IS,GOLD2,,,,OK,IS_SURVIVOR_STRICT,,"IS net=359907.19 (1.087x), PF=2.012909 (1.075x), DD=30144.69円/30.14469pt (0.940x); baseline net=331176.79, PF=1.871883, DD=32052.72",0,359907.19,2.0129090270230794,30144.690000000002,30.14469,618,0.01|0.02,,,,,,,,,,"{""GoldDDPBATRSL"":1.75}",,,,,,
,,GDD06_16,GDD06_16,pb_atr_sl,,IS,GOLD2,,,,OK,IS_SURVIVOR_STRICT,,"IS net=364036.35 (1.099x), PF=2.010797 (1.074x), DD=30529.45円/30.52945pt (0.952x); baseline net=331176.79, PF=1.871883, DD=32052.72",0,364036.35,2.010796730110319,30529.45000000001,30.52945000000001,618,0.01|0.02,,,,,,,,,,"{""GoldDDPBATRSL"":1.8}",,,,,,
,,GDD06_17,GDD06_17,pb_atr_sl,,IS,GOLD2,,,,OK,IS_SURVIVOR_STRICT,,"IS net=363946.50 (1.099x), PF=2.002060 (1.070x), DD=31298.97円/31.29897pt (0.976x); baseline net=331176.79, PF=1.871883, DD=32052.72",0,363946.5,2.002059893719231,31298.969999999972,31.298969999999972,614,0.01|0.02,,,,,,,,,,"{""GoldDDPBATRSL"":1.9}",,,,,,
,,GDD06_18,GDD06_18,pb_atr_sl,,IS,GOLD2,,,,OK,IS_BASELINE_EQUIVALENT,,"IS baseline完全一致: net=331176.79, PF=1.871882544768, DD=32052.72円/32.05272pt",0,331176.79,1.8718825447675405,32052.719999999972,32.05271999999997,608,0.01|0.02,,,,,,,,,,"{""GoldDDPBATRSL"":2.0}",,,,,,
,,GDD06_19,GDD06_19,pb_atr_sl,,IS,GOLD2,,,,OK,IS_SURVIVOR_TRADEOFF,,"IS net=364802.29 (1.102x), PF=2.028520 (1.084x), DD=33990.59円/33.99059pt (1.060x); baseline net=331176.79, PF=1.871883, DD=32052.72",0,364802.29,2.0285203403986243,33990.58999999997,33.99058999999997,596,0.01|0.02,,,,,,,,,,"{""GoldDDPBATRSL"":2.25}",,,,,,
,,GDD06_20,GDD06_20,pb_atr_sl,,IS,GOLD2,,,,OK,IS_SURVIVOR_TRADEOFF,,"IS net=351412.47 (1.061x), PF=1.905441 (1.018x), DD=36340.71円/36.34071pt (1.134x); baseline net=331176.79, PF=1.871883, DD=32052.72",0,351412.47000000003,1.9054407379147147,36340.70999999996,36.340709999999966,590,0.01|0.02,,,,,,,,,,"{""GoldDDPBATRSL"":2.5}",,,,,,
0da103069960469a86d9ce39f4aa9905,gdda_is_gdd07_01_20260814095803_0da103,GDD07_01,GDD07_01,pb_rr,(2)軽微なコード変更,IS,GOLD2,2021.06.21,2026.06.20,False,OK,IS_SURVIVOR_TRADEOFF,TRADEOFF,"IS net=237689.44 (0.718x), PF=1.786759 (0.955x), DD=23709.65円/23.70965pt (0.740x); baseline net=331176.79, PF=1.871883, DD=32052.72円",0,237689.44,1.7867588266875685,23709.65000000001,23.709650000000007,650,0.01|0.02,0.01|0.02,True,False,0,False,0,False,0,True,"{""GoldDDPBRR"":0.5}",gdda_is_gdd07_01_20260814095803_0da103_deals.csv,ml\gold_dd\configs\gdda_is_gdd07_01_20260814095803_0da103.yaml,2026-08-14T00:58:03+00:00,2026-08-14T00:59:59+00:00,115.930,
2133cb1d2deb4983b2931f3cb094aa55,gdda_is_gdd07_02_20260814095959_2133cb,GDD07_02,GDD07_02,pb_rr,(2)軽微なコード変更,IS,GOLD2,2021.06.21,2026.06.20,False,OK,IS_SURVIVOR_TRADEOFF,TRADEOFF,"IS net=256506.97 (0.775x), PF=1.834618 (0.980x), DD=21974.91円/21.97491pt (0.686x); baseline net=331176.79, PF=1.871883, DD=32052.72円",0,256506.97,1.834617611703617,21974.910000000018,21.97491000000002,648,0.01|0.02,0.01|0.02,True,False,0,False,0,False,0,True,"{""GoldDDPBRR"":0.6}",gdda_is_gdd07_02_20260814095959_2133cb_deals.csv,ml\gold_dd\configs\gdda_is_gdd07_02_20260814095959_2133cb.yaml,2026-08-14T00:59:59+00:00,2026-08-14T01:01:07+00:00,68.358,
f051250733494fe78df1013befe89bcf,gdda_is_gdd25_02_20260814100150_f05125,GDD25_02,GDD25_02,sca_boost,(2)軽微なコード変更,IS,GOLD2,2021.06.21,2026.06.20,False,UNVERIFIED,UNVERIFIED_LOTSTEP,EFFECTIVE_LOTS_UNCHANGED,"requested lot-changing proposal but effective lots remained 0.01|0.02 (baseline 0.01|0.02); IS net=331176.79 (1.000x), PF=1.871883 (1.000x), DD=32052.72円/32.05272pt (1.000x); baseline net=331176.79, PF=1.871883, DD=32052.72円",0,331176.79,1.8718825447675405,32052.719999999972,32.05271999999997,608,0.01|0.02,0.01|0.02,False,False,0,False,0,False,0,True,"{""GoldDDSCABoostMult"":2}",gdda_is_gdd25_02_20260814100150_f05125_deals.csv,ml\gold_dd\configs\gdda_is_gdd25_02_20260814100150_f05125.yaml,2026-08-14T01:01:50+00:00,2026-08-14T01:03:03+00:00,73.265,
bdb754c7c7d3403b8012b6a39ad17295,gdda_is_gdd01_01_20260814100612_bdb754,GDD01_01,GDD01_01,overlap_mutex,(2)軽微なコード変更,IS,GOLD2,,,,UNVERIFIED,UNVERIFIED_EA_INPUT,EA_IMPLEMENTATION_MISSING,family has no verified SIMVERIFY activation: overlap_mutex,,,,,,,,,,,,,,,,,"{""GoldLabOverlapCooldownHours"":0,""GoldLabOverlapPolicy"":1}",,,2026-08-14T01:06:12+00:00,2026-08-14T01:06:12+00:00,0.002,NotImplementedError('family has no verified SIMVERIFY activation: overlap_mutex')
e3f817b8401b44a5ac88ca5222ed23e7,gdda_is_gdd01_02_20260814100612_e3f817,GDD01_02,GDD01_02,overlap_mutex,(2)軽微なコード変更,IS,GOLD2,,,,UNVERIFIED,UNVERIFIED_EA_INPUT,EA_IMPLEMENTATION_MISSING,family has no verified SIMVERIFY activation: overlap_mutex,,,,,,,,,,,,,,,,,"{""GoldLabOverlapCooldownHours"":1,""GoldLabOverlapPolicy"":1}",,,2026-08-14T01:06:12+00:00,2026-08-14T01:06:12+00:00,0.001,NotImplementedError('family has no verified SIMVERIFY activation: overlap_mutex')
7047114b7d1e4e3da5b6b847786f56ad,gdda_is_gdd01_03_20260814100612_704711,GDD01_03,GDD01_03,overlap_mutex,(2)軽微なコード変更,IS,GOLD2,,,,UNVERIFIED,UNVERIFIED_EA_INPUT,EA_IMPLEMENTATION_MISSING,family has no verified SIMVERIFY activation: overlap_mutex,,,,,,,,,,,,,,,,,"{""GoldLabOverlapCooldownHours"":2,""GoldLabOverlapPolicy"":1}",,,2026-08-14T01:06:12+00:00,2026-08-14T01:06:12+00:00,0.001,NotImplementedError('family has no verified SIMVERIFY activation: overlap_mutex')
3d59649d25c04c58b1bc4374fd6a0ded,gdda_is_gdd01_04_20260814100612_3d5964,GDD01_04,GDD01_04,overlap_mutex,(2)軽微なコード変更,IS,GOLD2,,,,UNVERIFIED,UNVERIFIED_EA_INPUT,EA_IMPLEMENTATION_MISSING,family has no verified SIMVERIFY activation: overlap_mutex,,,,,,,,,,,,,,,,,"{""GoldLabOverlapCooldownHours"":4,""GoldLabOverlapPolicy"":1}",,,2026-08-14T01:06:12+00:00,2026-08-14T01:06:12+00:00,0.001,NotImplementedError('family has no verified SIMVERIFY activation: overlap_mutex')
4fc4f575f72a4458ab27c8c3f612c2a2,gdda_is_gdd01_05_20260814100612_4fc4f5,GDD01_05,GDD01_05,overlap_mutex,(2)軽微なコード変更,IS,GOLD2,,,,UNVERIFIED,UNVERIFIED_EA_INPUT,EA_IMPLEMENTATION_MISSING,family has no verified SIMVERIFY activation: overlap_mutex,,,,,,,,,,,,,,,,,"{""GoldLabOverlapCooldownHours"":6,""GoldLabOverlapPolicy"":1}",,,2026-08-14T01:06:12+00:00,2026-08-14T01:06:12+00:00,0.001,NotImplementedError('family has no verified SIMVERIFY activation: overlap_mutex')
a17470347a6d439b90f788dbc2b7a5a5,gdda_is_gdd01_06_20260814100612_a17470,GDD01_06,GDD01_06,overlap_mutex,(2)軽微なコード変更,IS,GOLD2,,,,UNVERIFIED,UNVERIFIED_EA_INPUT,EA_IMPLEMENTATION_MISSING,family has no verified SIMVERIFY activation: overlap_mutex,,,,,,,,,,,,,,,,,"{""GoldLabOverlapCooldownHours"":8,""GoldLabOverlapPolicy"":1}",,,2026-08-14T01:06:12+00:00,2026-08-14T01:06:12+00:00,0.001,NotImplementedError('family has no verified SIMVERIFY activation: overlap_mutex')
a8e5c498d53041bfb505287ee3ffcba8,gdda_is_gdd01_07_20260814100612_a8e5c4,GDD01_07,GDD01_07,overlap_mutex,(2)軽微なコード変更,IS,GOLD2,,,,UNVERIFIED,UNVERIFIED_EA_INPUT,EA_IMPLEMENTATION_MISSING,family has no verified SIMVERIFY activation: overlap_mutex,,,,,,,,,,,,,,,,,"{""GoldLabOverlapCooldownHours"":12,""GoldLabOverlapPolicy"":1}",,,2026-08-14T01:06:12+00:00,2026-08-14T01:06:12+00:00,0.001,NotImplementedError('family has no verified SIMVERIFY activation: overlap_mutex')
7c4e4bb3f5ff45c2a0dd980a9cbda778,gdda_is_gdd01_08_20260814100612_7c4e4b,GDD01_08,GDD01_08,overlap_mutex,(2)軽微なコード変更,IS,GOLD2,,,,UNVERIFIED,UNVERIFIED_EA_INPUT,EA_IMPLEMENTATION_MISSING,family has no verified SIMVERIFY activation: overlap_mutex,,,,,,,,,,,,,,,,,"{""GoldLabOverlapCooldownHours"":16,""GoldLabOverlapPolicy"":1}",,,2026-08-14T01:06:12+00:00,2026-08-14T01:06:12+00:00,0.001,NotImplementedError('family has no verified SIMVERIFY activation: overlap_mutex')
287def3e3a0a4af299ecd7a2ff286095,gdda_is_gdd01_09_20260814100612_287def,GDD01_09,GDD01_09,overlap_mutex,(2)軽微なコード変更,IS,GOLD2,,,,UNVERIFIED,UNVERIFIED_EA_INPUT,EA_IMPLEMENTATION_MISSING,family has no verified SIMVERIFY activation: overlap_mutex,,,,,,,,,,,,,,,,,"{""GoldLabOverlapCooldownHours"":20,""GoldLabOverlapPolicy"":1}",,,2026-08-14T01:06:12+00:00,2026-08-14T01:06:12+00:00,0.001,NotImplementedError('family has no verified SIMVERIFY activation: overlap_mutex')
cca1553c6ac9402ab3f24c4bf56339d8,gdda_is_gdd01_10_20260814100612_cca155,GDD01_10,GDD01_10,overlap_mutex,(2)軽微なコード変更,IS,GOLD2,,,,UNVERIFIED,UNVERIFIED_EA_INPUT,EA_IMPLEMENTATION_MISSING,family has no verified SIMVERIFY activation: overlap_mutex,,,,,,,,,,,,,,,,,"{""GoldLabOverlapCooldownHours"":24,""GoldLabOverlapPolicy"":1}",,,2026-08-14T01:06:12+00:00,2026-08-14T01:06:12+00:00,0.001,NotImplementedError('family has no verified SIMVERIFY activation: overlap_mutex')
d11ec15e2eea4c508361667d5dbaa77f,gdda_is_gdd01_11_20260814100613_d11ec1,GDD01_11,GDD01_11,overlap_mutex,(2)軽微なコード変更,IS,GOLD2,,,,UNVERIFIED,UNVERIFIED_EA_INPUT,EA_IMPLEMENTATION_MISSING,family has no verified SIMVERIFY activation: overlap_mutex,,,,,,,,,,,,,,,,,"{""GoldLabOverlapCooldownHours"":30,""GoldLabOverlapPolicy"":1}",,,2026-08-14T01:06:13+00:00,2026-08-14T01:06:13+00:00,0.001,NotImplementedError('family has no verified SIMVERIFY activation: overlap_mutex')
1513e34719a74b22b9b141b4933eb3c8,gdda_is_gdd01_12_20260814100613_1513e3,GDD01_12,GDD01_12,overlap_mutex,(2)軽微なコード変更,IS,GOLD2,,,,UNVERIFIED,UNVERIFIED_EA_INPUT,EA_IMPLEMENTATION_MISSING,family has no verified SIMVERIFY activation: overlap_mutex,,,,,,,,,,,,,,,,,"{""GoldLabOverlapCooldownHours"":36,""GoldLabOverlapPolicy"":1}",,,2026-08-14T01:06:13+00:00,2026-08-14T01:06:13+00:00,0.001,NotImplementedError('family has no verified SIMVERIFY activation: overlap_mutex')
449dc8a83e6340df9b622048116ff8be,gdda_is_gdd01_13_20260814100613_449dc8,GDD01_13,GDD01_13,overlap_mutex,(2)軽微なコード変更,IS,GOLD2,,,,UNVERIFIED,UNVERIFIED_EA_INPUT,EA_IMPLEMENTATION_MISSING,family has no verified SIMVERIFY activation: overlap_mutex,,,,,,,,,,,,,,,,,"{""GoldLabOverlapCooldownHours"":42,""GoldLabOverlapPolicy"":1}",,,2026-08-14T01:06:13+00:00,2026-08-14T01:06:13+00:00,0.001,NotImplementedError('family has no verified SIMVERIFY activation: overlap_mutex')
